Series_reference,Period,Data_value,UNITS
BDCQ.SF3FFCA,2020.12,2068.061,Dollars
BDCQ.SF3FFCA,2021.03,2066.254,Dollars
BDCQ.SF3FFCA,2021.06,2135.622,Dollars
BDCQ.SF3GH1CA,2017.09,1882.515,Dollars
BDCQ.SF3GH1CA,2017.12,2060.134,Dollars
BDCQ.SF3GH1CA,2018.03,1960.426,Dollars
BDCQ.SF3GH1CA,2018.06,1996.087,Dollars
BDCQ.SF3GH1CA,2018.09,2012.014,Dollars
BDCQ.SF3GH1CA,2018.12,2173.654,Dollars
BDCQ.SF3GH1CA,2019.03,2049.539,Dollars
BDCQ.SF3GH1CA,2019.06,2069.57,Dollars
BDCQ.SF3GH1CA,2019.09,2120.963,Dollars
BDCQ.SF3GH1CA,2019.12,2319.336,Dollars
BDCQ.SF3GH1CA,2020.03,2168.148,Dollars
BDCQ.SF3GH1CA,2020.06,2066.283,Dollars
BDCQ.SF3GH1CA,2020.09,2202.074,Dollars
BDCQ.SF3GH1CA,2020.12,2363.2,Dollars
BDCQ.SF3GH1CA,2021.03,2309.573,Dollars
BDCQ.SF3GH1CA,2021.06,2367.963,Dollars
BDCQ.SF3GH2CA,2017.09,998.124,Dollars
BDCQ.SF3GH2CA,2017.12,1105.161,Dollars
BDCQ.SF3GH2CA,2018.03,1102.098,Dollars
BDCQ.SF3GH2CA,2018.06,1089.275,Dollars
BDCQ.SF3GH2CA,2018.09,1079.577,Dollars
BDCQ.SF3GH2CA,2018.12,1189.767,Dollars
BDCQ.SF3GH2CA,2019.03,1193.793,Dollars
BDCQ.SF3GH2CA,2019.06,1141.62,Dollars
BDCQ.SF3GH2CA,2019.09,1144.429,Dollars
BDCQ.SF3GH2CA,2019.12,1304.668,Dollars
BDCQ.SF3GH2CA,2020.03,1232.08,Dollars
BDCQ.SF3GH2CA,2020.06,1067.606,Dollars
BDCQ.SF3GH2CA,2020.09,1145.779,Dollars
BDCQ.SF3GH2CA,2020.12,1217.132,Dollars
BDCQ.SF3GH2CA,2021.03,1220.95,Dollars
BDCQ.SF3GH2CA,2021.06,1306.662,Dollars
BDCQ.SF3GHCA,2017.09,2880.639,Dollars
BDCQ.SF3GHCA,2017.12,3165.295,Dollars
BDCQ.SF3GHCA,2018.03,3062.524,Dollars
BDCQ.SF3GHCA,2018.06,3085.362,Dollars
BDCQ.SF3GHCA,2018.09,3091.591,Dollars
BDCQ.SF3GHCA,2018.12,3363.421,Dollars
BDCQ.SF3GHCA,2019.03,3243.332,Dollars
BDCQ.SF3GHCA,2019.06,3211.19,Dollars
BDCQ.SF3GHCA,2019.09,3265.392,Dollars
BDCQ.SF3GHCA,2019.12,3624.004,Dollars
BDCQ.SF3GHCA,2020.03,3400.228,Dollars
BDCQ.SF3GHCA,2020.06,3133.889,Dollars
BDCQ.SF3GHCA,2020.09,3347.853,Dollars
BDCQ.SF3GHCA,2020.12,3580.332,Dollars
BDCQ.SF3GHCA,2021.03,3530.523,Dollars
BDCQ.SF3GHCA,2021.06,3674.625,Dollars
BDCQ.SF3II1CA,2016.06,1401.56,Dollars
BDCQ.SF3II1CA,2016.09,1442.366,Dollars
BDCQ.SF3II1CA,2016.12,1376.286,Dollars
BDCQ.SF3II1CA,2017.03,1389.719,Dollars
BDCQ.SF3II1CA,2017.06,1441.497,Dollars
BDCQ.SF3II1CA,2017.09,1480.835,Dollars
BDCQ.SF3II1CA,2017.12,1521.09,Dollars
BDCQ.SF3II1CA,2018.03,1450.196,Dollars
BDCQ.SF3II1CA,2018.06,1535.737,Dollars
BDCQ.SF3II1CA,2018.09,1535.552,Dollars
BDCQ.SF3II1CA,2018.12,1603.316,Dollars
BDCQ.SF3II1CA,2019.03,1539.075,Dollars
BDCQ.SF3II1CA,2019.06,1705.748,Dollars
BDCQ.SF3II1CA,2019.09,1582.034,Dollars
BDCQ.SF3II1CA,2019.12,1622.159,Dollars
BDCQ.SF3II1CA,2020.03,1477.846,Dollars
BDCQ.SF3II1CA,2020.06,1478.672,Dollars
BDCQ.SF3II1CA,2020.09,1515.259,Dollars
BDCQ.SF3II1CA,2020.12,1504.436,Dollars
BDCQ.SF3II1CA,2021.03,1430.934,Dollars
BDCQ.SF3II1CA,2021.06,1511.304,Dollars
BDCQ.SF3IICA,2016.06,1401.56,Dollars
BDCQ.SF3IICA,2016.09,1442.366,Dollars
BDCQ.SF3IICA,2016.12,1376.286,Dollars
BDCQ.SF3IICA,2017.03,1389.719,Dollars
BDCQ.SF3IICA,2017.06,1441.497,Dollars
BDCQ.SF3IICA,2017.09,1480.835,Dollars
BDCQ.SF3IICA,2017.12,1521.09,Dollars
BDCQ.SF3IICA,2018.03,1450.196,Dollars
BDCQ.SF3IICA,2018.06,1535.737,Dollars
BDCQ.SF3IICA,2018.09,1535.552,Dollars
BDCQ.SF3IICA,2018.12,1603.316,Dollars
BDCQ.SF3IICA,2019.03,1539.075,Dollars
BDCQ.SF3IICA,2019.06,1705.748,Dollars
BDCQ.SF3IICA,2019.09,1582.034,Dollars
BDCQ.SF3IICA,2019.12,1622.159,Dollars
BDCQ.SF3IICA,2020.03,1477.846,Dollars
BDCQ.SF3IICA,2020.06,1478.672,Dollars
BDCQ.SF3IICA,2020.09,1515.259,Dollars
BDCQ.SF3IICA,2020.12,1504.436,Dollars
BDCQ.SF3IICA,2021.03,1430.934,Dollars
BDCQ.SF3IICA,2021.06,1511.304,Dollars
BDCQ.SF3JJ1CA,2016.06,585.728,Dollars
BDCQ.SF3JJ1CA,2016.09,585.659,Dollars
BDCQ.SF3JJ1CA,2016.12,567.839,Dollars
BDCQ.SF3JJ1CA,2017.03,560.076,Dollars
BDCQ.SF3JJ1CA,2017.06,577.719,Dollars
BDCQ.SF3JJ1CA,2017.09,602.321,Dollars
BDCQ.SF3JJ1CA,2017.12,597.808,Dollars
BDCQ.SF3JJ1CA,2018.03,549.52,Dollars
BDCQ.SF3JJ1CA,2018.06,593.402,Dollars
BDCQ.SF3JJ1CA,2018.09,583.364,Dollars
BDCQ.SF3JJ1CA,2018.12,585.406,Dollars
BDCQ.SF3JJ1CA,2019.03,551.998,Dollars
BDCQ.SF3JJ1CA,2019.06,618.862,Dollars
BDCQ.SF3JJ1CA,2019.09,614.985,Dollars
BDCQ.SF3JJ1CA,2019.12,631.179,Dollars
BDCQ.SF3JJ1CA,2020.03,607.37,Dollars
BDCQ.SF3JJ1CA,2020.06,614.328,Dollars
BDCQ.SF3JJ1CA,2020.09,620.229,Dollars
BDCQ.SF3JJ1CA,2020.12,624.921,Dollars
BDCQ.SF3JJ1CA,2021.03,598.91,Dollars
BDCQ.SF3JJ1CA,2021.06,631.574,Dollars
BDCQ.SF3JJCA,2016.06,585.728,Dollars
BDCQ.SF3JJCA,2016.09,585.659,Dollars
BDCQ.SF3JJCA,2016.12,567.839,Dollars
BDCQ.SF3JJCA,2017.03,560.076,Dollars
BDCQ.SF3JJCA,2017.06,577.719,Dollars
BDCQ.SF3JJCA,2017.09,602.321,Dollars
BDCQ.SF3JJCA,2017.12,597.808,Dollars
BDCQ.SF3JJCA,2018.03,549.52,Dollars
BDCQ.SF3JJCA,2018.06,593.402,Dollars
BDCQ.SF3JJCA,2018.09,583.364,Dollars
BDCQ.SF3JJCA,2018.12,585.406,Dollars
BDCQ.SF3JJCA,2019.03,551.998,Dollars
BDCQ.SF3JJCA,2019.06,618.862,Dollars
BDCQ.SF3JJCA,2019.09,614.985,Dollars
BDCQ.SF3JJCA,2019.12,631.179,Dollars
BDCQ.SF3JJCA,2020.03,607.37,Dollars
BDCQ.SF3JJCA,2020.06,614.328,Dollars
BDCQ.SF3JJCA,2020.09,620.229,Dollars
BDCQ.SF3JJCA,2020.12,624.921,Dollars
BDCQ.SF3JJCA,2021.03,598.91,Dollars
BDCQ.SF3JJCA,2021.06,631.574,Dollars
BDCQ.SF3LL1CA,2016.06,365.66,Dollars
BDCQ.SF3LL1CA,2016.09,414.725,Dollars
BDCQ.SF3LL1CA,2016.12,419.046,Dollars
BDCQ.SF3LL1CA,2017.03,430,Dollars
BDCQ.SF3LL1CA,2017.06,427.633,Dollars
BDCQ.SF3LL1CA,2017.09,420.884,Dollars
BDCQ.SF3LL1CA,2017.12,477.419,Dollars
BDCQ.SF3LL1CA,2018.03,465.544,Dollars
BDCQ.SF3LL1CA,2018.06,473.554,Dollars
BDCQ.SF3LL1CA,2018.09,471.04,Dollars
BDCQ.SF3LL1CA,2018.12,506.118,Dollars
BDCQ.SF3LL1CA,2019.03,485.525,Dollars
BDCQ.SF3LL1CA,2019.06,500.7,Dollars
BDCQ.SF3LL1CA,2019.09,501.514,Dollars
BDCQ.SF3LL1CA,2019.12,536.451,Dollars
BDCQ.SF3LL1CA,2020.03,511.784,Dollars
BDCQ.SF3LL1CA,2020.06,462.51,Dollars
BDCQ.SF3LL1CA,2020.09,502.941,Dollars
BDCQ.SF3LL1CA,2020.12,514.218,Dollars
BDCQ.SF3LL1CA,2021.03,522.948,Dollars
BDCQ.SF3LL1CA,2021.06,536.649,Dollars
BDCQ.SF3LLCA,2016.06,365.66,Dollars
BDCQ.SF3LLCA,2016.09,414.725,Dollars
BDCQ.SF3LLCA,2016.12,419.046,Dollars
BDCQ.SF3LLCA,2017.03,430,Dollars
BDCQ.SF3LLCA,2017.06,427.633,Dollars
BDCQ.SF3LLCA,2017.09,420.884,Dollars
BDCQ.SF3LLCA,2017.12,477.419,Dollars
BDCQ.SF3LLCA,2018.03,465.544,Dollars
BDCQ.SF3LLCA,2018.06,473.554,Dollars
BDCQ.SF3LLCA,2018.09,471.04,Dollars
BDCQ.SF3LLCA,2018.12,506.118,Dollars
BDCQ.SF3LLCA,2019.03,485.525,Dollars
BDCQ.SF3LLCA,2019.06,500.7,Dollars
BDCQ.SF3LLCA,2019.09,501.514,Dollars
BDCQ.SF3LLCA,2019.12,536.451,Dollars
BDCQ.SF3LLCA,2020.03,511.784,Dollars
BDCQ.SF3LLCA,2020.06,462.51,Dollars
BDCQ.SF3LLCA,2020.09,502.941,Dollars
BDCQ.SF3LLCA,2020.12,514.218,Dollars
BDCQ.SF3LLCA,2021.03,522.948,Dollars
BDCQ.SF3LLCA,2021.06,536.649,Dollars
BDCQ.SF3MN1CA,2016.06,2727.571,Dollars
BDCQ.SF3MN1CA,2016.09,2777.688,Dollars
BDCQ.SF3MN1CA,2016.12,2841.521,Dollars
BDCQ.SF3MN1CA,2017.03,2839.823,Dollars
BDCQ.SF3MN1CA,2017.06,2959.113,Dollars
BDCQ.SF3MN1CA,2017.09,2960.085,Dollars
BDCQ.SF3MN1CA,2017.12,3130.792,Dollars
BDCQ.SF3MN1CA,2018.03,3101.242,Dollars
BDCQ.SF3MN1CA,2018.06,3241.45,Dollars
BDCQ.SF3MN1CA,2018.09,3298.364,Dollars
BDCQ.SF3MN1CA,2018.12,3430.35,Dollars
BDCQ.SF3MN1CA,2019.03,3279.177,Dollars
BDCQ.SF3MN1CA,2019.06,3440.097,Dollars
BDCQ.SF3MN1CA,2019.09,3437.586,Dollars
BDCQ.SF3MN1CA,2019.12,3699.784,Dollars
BDCQ.SF3MN1CA,2020.03,3453.535,Dollars
BDCQ.SF3MN1CA,2020.06,3443.466,Dollars
BDCQ.SF3MN1CA,2020.09,3667.13,Dollars
BDCQ.SF3MN1CA,2020.12,3772.025,Dollars
BDCQ.SF3MN1CA,2021.03,3759.112,Dollars
BDCQ.SF3MN1CA,2021.06,3967.413,Dollars
BDCQ.SF3MN2CA,2016.06,1019.302,Dollars
BDCQ.SF3MN2CA,2016.09,916.284,Dollars
BDCQ.SF3MN2CA,2016.12,989.697,Dollars
BDCQ.SF3MN2CA,2017.03,997.972,Dollars
BDCQ.SF3MN2CA,2017.06,1075.146,Dollars
BDCQ.SF3MN2CA,2017.09,1028.167,Dollars
BDCQ.SF3MN2CA,2017.12,1087.366,Dollars
BDCQ.SF3MN2CA,2018.03,1054.875,Dollars
BDCQ.SF3MN2CA,2018.06,1181.745,Dollars
BDCQ.SF3MN2CA,2018.09,1082.856,Dollars
BDCQ.SF3MN2CA,2018.12,1118.599,Dollars
BDCQ.SF3MN2CA,2019.03,1071.749,Dollars
BDCQ.SF3MN2CA,2019.06,1184.455,Dollars
BDCQ.SF3MN2CA,2019.09,1107.799,Dollars
BDCQ.SF3MN2CA,2019.12,1219.811,Dollars
BDCQ.SF3MN2CA,2020.03,1098.207,Dollars
BDCQ.SF3MN2CA,2020.06,1168.338,Dollars
BDCQ.SF3MN2CA,2020.09,1089.883,Dollars
BDCQ.SF3MN2CA,2020.12,1101.34,Dollars
BDCQ.SF3MN2CA,2021.03,1073.291,Dollars
BDCQ.SF3MN2CA,2021.06,1290.78,Dollars
BDCQ.SF3MNCA,2016.06,3746.873,Dollars
BDCQ.SF3MNCA,2016.09,3693.972,Dollars
BDCQ.SF3MNCA,2016.12,3831.218,Dollars
BDCQ.SF3MNCA,2017.03,3837.795,Dollars
BDCQ.SF3MNCA,2017.06,4034.259,Dollars
BDCQ.SF3MNCA,2017.09,3988.252,Dollars
BDCQ.SF3MNCA,2017.12,4218.158,Dollars
BDCQ.SF3MNCA,2018.03,4156.117,Dollars
BDCQ.SF3MNCA,2018.06,4423.195,Dollars
BDCQ.SF3MNCA,2018.09,4381.22,Dollars
BDCQ.SF3MNCA,2018.12,4548.949,Dollars
BDCQ.SF3MNCA,2019.03,4350.926,Dollars
BDCQ.SF3MNCA,2019.06,4624.552,Dollars
BDCQ.SF3MNCA,2019.09,4545.385,Dollars
BDCQ.SF3MNCA,2019.12,4919.595,Dollars
BDCQ.SF3MNCA,2020.03,4551.742,Dollars
BDCQ.SF3MNCA,2020.06,4611.804,Dollars
BDCQ.SF3MNCA,2020.09,4757.013,Dollars
BDCQ.SF3MNCA,2020.12,4873.364,Dollars
BDCQ.SF3MNCA,2021.03,4832.403,Dollars
BDCQ.SF3MNCA,2021.06,5258.193,Dollars
BDCQ.SF3PP1CA,2016.06,287.789,Dollars
BDCQ.SF3PP1CA,2016.09,277.51,Dollars
BDCQ.SF3PP1CA,2016.12,288.452,Dollars
BDCQ.SF3PP1CA,2017.03,271.776,Dollars
BDCQ.SF3PP1CA,2017.06,293.222,Dollars
BDCQ.SF3PP1CA,2017.09,297.711,Dollars
BDCQ.SF3PP1CA,2017.12,303.636,Dollars
BDCQ.SF3PP1CA,2018.03,291.346,Dollars
BDCQ.SF3PP1CA,2018.06,316.418,Dollars
BDCQ.SF3PP1CA,2018.09,319.914,Dollars
BDCQ.SF3PP1CA,2018.12,341.139,Dollars
BDCQ.SF3PP1CA,2019.03,310.763,Dollars
BDCQ.SF3PP1CA,2019.06,331.755,Dollars
BDCQ.SF3PP1CA,2019.09,350.96,Dollars
BDCQ.SF3PP1CA,2019.12,361.879,Dollars
BDCQ.SF3PP1CA,2020.03,334.186,Dollars
BDCQ.SF3PP1CA,2020.06,328.049,Dollars
BDCQ.SF3PP1CA,2020.09,354.766,Dollars
BDCQ.SF3PP1CA,2020.12,364.295,Dollars
BDCQ.SF3PP1CA,2021.03,356.864,Dollars
BDCQ.SF3PP1CA,2021.06,374.03,Dollars
BDCQ.SF3PPCA,2016.06,287.789,Dollars
BDCQ.SF3PPCA,2016.09,277.51,Dollars
BDCQ.SF3PPCA,2016.12,288.452,Dollars
BDCQ.SF3PPCA,2017.03,271.776,Dollars
BDCQ.SF3PPCA,2017.06,293.222,Dollars
BDCQ.SF3PPCA,2017.09,297.711,Dollars
BDCQ.SF3PPCA,2017.12,303.636,Dollars
BDCQ.SF3PPCA,2018.03,291.346,Dollars
BDCQ.SF3PPCA,2018.06,316.418,Dollars
BDCQ.SF3PPCA,2018.09,319.914,Dollars
BDCQ.SF3PPCA,2018.12,341.139,Dollars
BDCQ.SF3PPCA,2019.03,310.763,Dollars
BDCQ.SF3PPCA,2019.06,331.755,Dollars
BDCQ.SF3PPCA,2019.09,350.96,Dollars
BDCQ.SF3PPCA,2019.12,361.879,Dollars
BDCQ.SF3PPCA,2020.03,334.186,Dollars
BDCQ.SF3PPCA,2020.06,328.049,Dollars
BDCQ.SF3PPCA,2020.09,354.766,Dollars
BDCQ.SF3PPCA,2020.12,364.295,Dollars
BDCQ.SF3PPCA,2021.03,356.864,Dollars
BDCQ.SF3PPCA,2021.06,374.03,Dollars
BDCQ.SF3QQ1CA,2016.06,1110.395,Dollars
BDCQ.SF3QQ1CA,2016.09,1092.93,Dollars
BDCQ.SF3QQ1CA,2016.12,1133.475,Dollars
BDCQ.SF3QQ1CA,2017.03,1125.701,Dollars
BDCQ.SF3QQ1CA,2017.06,1164.388,Dollars
BDCQ.SF3QQ1CA,2017.09,1203.509,Dollars
BDCQ.SF3QQ1CA,2017.12,1236.324,Dollars
BDCQ.SF3QQ1CA,2018.03,1225.851,Dollars
BDCQ.SF3QQ1CA,2018.06,1283.227,Dollars
BDCQ.SF3QQ1CA,2018.09,1319.114,Dollars
BDCQ.SF3QQ1CA,2018.12,1389.138,Dollars
BDCQ.SF3QQ1CA,2019.03,1328.08,Dollars
BDCQ.SF3QQ1CA,2019.06,1386.626,Dollars
BDCQ.SF3QQ1CA,2019.09,1412.246,Dollars
BDCQ.SF3QQ1CA,2019.12,1513.591,Dollars
BDCQ.SF3QQ1CA,2020.03,1409.986,Dollars
BDCQ.SF3QQ1CA,2020.06,1425.643,Dollars
BDCQ.SF3QQ1CA,2020.09,1523.661,Dollars
BDCQ.SF3QQ1CA,2020.12,1576.166,Dollars
BDCQ.SF3QQ1CA,2021.03,1589.705,Dollars
BDCQ.SF3QQ1CA,2021.06,1640.098,Dollars
BDCQ.SF3QQCA,2016.06,1110.395,Dollars
BDCQ.SF3QQCA,2016.09,1092.93,Dollars
BDCQ.SF3QQCA,2016.12,1133.475,Dollars
BDCQ.SF3QQCA,2017.03,1125.701,Dollars
BDCQ.SF3QQCA,2017.06,1164.388,Dollars
BDCQ.SF3QQCA,2017.09,1203.509,Dollars
BDCQ.SF3QQCA,2017.12,1236.324,Dollars
BDCQ.SF3QQCA,2018.03,1225.851,Dollars
BDCQ.SF3QQCA,2018.06,1283.227,Dollars
BDCQ.SF3QQCA,2018.09,1319.114,Dollars
BDCQ.SF3QQCA,2018.12,1389.138,Dollars
BDCQ.SF3QQCA,2019.03,1328.08,Dollars
BDCQ.SF3QQCA,2019.06,1386.626,Dollars
BDCQ.SF3QQCA,2019.09,1412.246,Dollars
BDCQ.SF3QQCA,2019.12,1513.591,Dollars
BDCQ.SF3QQCA,2020.03,1409.986,Dollars
BDCQ.SF3QQCA,2020.06,1425.643,Dollars
BDCQ.SF3QQCA,2020.09,1523.661,Dollars
BDCQ.SF3QQCA,2020.12,1576.166,Dollars
BDCQ.SF3QQCA,2021.03,1589.705,Dollars
BDCQ.SF3QQCA,2021.06,1640.098,Dollars
BDCQ.SF3RS1CA,2016.06,212.253,Dollars
BDCQ.SF3RS1CA,2016.09,229.148,Dollars
BDCQ.SF3RS1CA,2016.12,236.607,Dollars
BDCQ.SF3RS1CA,2017.03,226.131,Dollars
BDCQ.SF3RS1CA,2017.06,225.956,Dollars
BDCQ.SF3RS1CA,2017.09,238.498,Dollars
BDCQ.SF3RS1CA,2017.12,265.367,Dollars
BDCQ.SF3RS1CA,2018.03,233.579,Dollars
BDCQ.SF3RS1CA,2018.06,262.946,Dollars
BDCQ.SF3RS1CA,2018.09,256.954,Dollars
BDCQ.SF3RS1CA,2018.12,261.24,Dollars
BDCQ.SF3RS1CA,2019.03,252.591,Dollars
BDCQ.SF3RS1CA,2019.06,235.091,Dollars
BDCQ.SF3RS1CA,2019.09,258.554,Dollars
BDCQ.SF3RS1CA,2019.12,265.295,Dollars
BDCQ.SF3RS1CA,2020.03,242.156,Dollars
BDCQ.SF3RS1CA,2020.06,224.629,Dollars
BDCQ.SF3RS1CA,2020.09,225.973,Dollars
BDCQ.SF3RS1CA,2020.12,259.497,Dollars
BDCQ.SF3RS1CA,2021.03,230.691,Dollars
BDCQ.SF3RS1CA,2021.06,249.209,Dollars
BDCQ.SF3RS2CA,2016.06,543.971,Dollars
BDCQ.SF3RS2CA,2016.09,555.555,Dollars
BDCQ.SF3RS2CA,2016.12,576.009,Dollars
BDCQ.SF3RS2CA,2017.03,572.088,Dollars
BDCQ.SF3RS2CA,2017.06,602.769,Dollars
BDCQ.SF3RS2CA,2017.09,589.218,Dollars
BDCQ.SF3RS2CA,2017.12,621.571,Dollars
BDCQ.SF3RS2CA,2018.03,600.876,Dollars
BDCQ.SF3RS2CA,2018.06,616.361,Dollars
BDCQ.SF3RS2CA,2018.09,630.25,Dollars
BDCQ.SF3RS2CA,2018.12,660.894,Dollars
BDCQ.SF3RS2CA,2019.03,625.673,Dollars
BDCQ.SF3RS2CA,2019.06,640.613,Dollars
BDCQ.SF3RS2CA,2019.09,662.181,Dollars
BDCQ.SF3RS2CA,2019.12,718.3,Dollars
BDCQ.SF3RS2CA,2020.03,659.362,Dollars
BDCQ.SF3RS2CA,2020.06,630.329,Dollars
BDCQ.SF3RS2CA,2020.09,702.893,Dollars
BDCQ.SF3RS2CA,2020.12,720.563,Dollars
BDCQ.SF3RS2CA,2021.03,711.075,Dollars
BDCQ.SF3RS2CA,2021.06,744.623,Dollars
BDCQ.SF3RSCA,2016.06,756.224,Dollars
BDCQ.SF3RSCA,2016.09,784.703,Dollars
BDCQ.SF3RSCA,2016.12,812.616,Dollars
BDCQ.SF3RSCA,2017.03,798.219,Dollars
BDCQ.SF3RSCA,2017.06,828.725,Dollars
BDCQ.SF3RSCA,2017.09,827.716,Dollars
BDCQ.SF3RSCA,2017.12,886.938,Dollars
BDCQ.SF3RSCA,2018.03,834.455,Dollars
BDCQ.SF3RSCA,2018.06,879.307,Dollars
BDCQ.SF3RSCA,2018.09,887.204,Dollars
BDCQ.SF3RSCA,2018.12,922.134,Dollars
BDCQ.SF3RSCA,2019.03,878.264,Dollars
BDCQ.SF3RSCA,2019.06,875.704,Dollars
BDCQ.SF3RSCA,2019.09,920.735,Dollars
BDCQ.SF3RSCA,2019.12,983.595,Dollars
BDCQ.SF3RSCA,2020.03,901.518,Dollars
BDCQ.SF3RSCA,2020.06,854.958,Dollars
BDCQ.SF3RSCA,2020.09,928.866,Dollars
BDCQ.SF3RSCA,2020.12,980.06,Dollars
BDCQ.SF3RSCA,2021.03,941.766,Dollars
BDCQ.SF3RSCA,2021.06,993.832,Dollars
BDCQ.SF8AA2CA,2016.06,324.687,Dollars
BDCQ.SF8AA2CA,2016.09,325.7,Dollars
BDCQ.SF8AA2CA,2016.12,270.504,Dollars
BDCQ.SF8AA2CA,2017.03,237.453,Dollars
BDCQ.SF8AA2CA,2017.06,342.458,Dollars
BDCQ.SF8AA2CA,2017.09,377.929,Dollars
BDCQ.SF8AA2CA,2017.12,379.739,Dollars
BDCQ.SF8AA2CA,2018.03,382.48,Dollars
BDCQ.SF8AA2CA,2018.06,349.433,Dollars
BDCQ.SF8AA2CA,2018.09,328.749,Dollars
BDCQ.SF8AA2CA,2018.12,362.796,Dollars
BDCQ.SF8AA2CA,2019.03,304.67,Dollars
BDCQ.SF8AA2CA,2019.06,290.329,Dollars
BDCQ.SF8AA2CA,2019.09,222.636,Dollars
BDCQ.SF8AA2CA,2019.12,242.383,Dollars
BDCQ.SF8AA2CA,2020.03,173.194,Dollars
BDCQ.SF8AA2CA,2020.06,180.001,Dollars
BDCQ.SF8AA2CA,2020.09,238.256,Dollars
BDCQ.SF8AA2CA,2020.12,269.898,Dollars
BDCQ.SF8AA2CA,2021.03,263.605,Dollars
BDCQ.SF8AA2CA,2021.06,395.172,Dollars
BDCQ.SF8AA3CA,2016.06,178.026,Dollars
BDCQ.SF8AA3CA,2016.09,122.283,Dollars
BDCQ.SF8AA3CA,2016.12,240.417,Dollars
BDCQ.SF8AA3CA,2017.03,183.274,Dollars
BDCQ.SF8AA3CA,2017.06,149.792,Dollars
BDCQ.SF8AA3CA,2017.09,96.841,Dollars
BDCQ.SF8AA3CA,2017.12,305.828,Dollars
BDCQ.SF8AA3CA,2018.03,250.248,Dollars
BDCQ.SF8AA3CA,2018.06,160.174,Dollars
BDCQ.SF8AA3CA,2018.09,65.418,Dollars
BDCQ.SF8AA3CA,2018.12,309.524,Dollars
BDCQ.SF8AA3CA,2019.03,240.416,Dollars
BDCQ.SF8AA3CA,2019.06,195.612,Dollars
BDCQ.SF8AA3CA,2019.09,131.574,Dollars
BDCQ.SF8AA3CA,2019.12,247.26,Dollars
BDCQ.SF8AA3CA,2020.03,238.508,Dollars
BDCQ.SF8AA3CA,2020.06,174.735,Dollars
BDCQ.SF8AA3CA,2020.09,150.713,Dollars
BDCQ.SF8AA3CA,2020.12,372.195,Dollars
BDCQ.SF8AA3CA,2021.03,207.889,Dollars
BDCQ.SF8AA3CA,2021.06,165.387,Dollars
BDCQ.SF8AACA,2016.06,502.713,Dollars
BDCQ.SF8AACA,2016.09,447.983,Dollars
BDCQ.SF8AACA,2016.12,510.921,Dollars
BDCQ.SF8AACA,2017.03,420.727,Dollars
BDCQ.SF8AACA,2017.06,492.25,Dollars
BDCQ.SF8AACA,2017.09,474.77,Dollars
BDCQ.SF8AACA,2017.12,685.567,Dollars
BDCQ.SF8AACA,2018.03,632.728,Dollars
BDCQ.SF8AACA,2018.06,509.607,Dollars
BDCQ.SF8AACA,2018.09,394.167,Dollars
BDCQ.SF8AACA,2018.12,672.32,Dollars
BDCQ.SF8AACA,2019.03,545.086,Dollars
BDCQ.SF8AACA,2019.06,485.941,Dollars
BDCQ.SF8AACA,2019.09,354.21,Dollars
BDCQ.SF8AACA,2019.12,489.643,Dollars
BDCQ.SF8AACA,2020.03,411.702,Dollars
BDCQ.SF8AACA,2020.06,354.736,Dollars
BDCQ.SF8AACA,2020.09,388.969,Dollars
BDCQ.SF8AACA,2020.12,642.093,Dollars
BDCQ.SF8AACA,2021.03,471.494,Dollars
BDCQ.SF8AACA,2021.06,560.559,Dollars
BDCQ.SF8BB1CA,2016.06,346.53,Dollars
BDCQ.SF8BB1CA,2016.09,309.56,Dollars
BDCQ.SF8BB1CA,2016.12,351.109,Dollars
BDCQ.SF8BB1CA,2017.03,262.908,Dollars
BDCQ.SF8BB1CA,2017.06,309.451,Dollars
BDCQ.SF8BB1CA,2017.09,227.217,Dollars
BDCQ.SF8BB1CA,2017.12,488.176,Dollars
BDCQ.SF8BB1CA,2018.03,354.777,Dollars
BDCQ.SF8BB1CA,2018.06,286.813,Dollars
BDCQ.SF8BB1CA,2018.09,468.247,Dollars
BDCQ.SF8BB1CA,2018.12,348.544,Dollars
BDCQ.SF8BB1CA,2019.03,327.809,Dollars
BDCQ.SF8BB1CA,2019.06,329.739,Dollars
BDCQ.SF8BB1CA,2019.09,411.266,Dollars
BDCQ.SF8BB1CA,2019.12,406.324,Dollars
BDCQ.SF8BB1CA,2020.03,310.437,Dollars
BDCQ.SF8BB1CA,2020.06,126.253,Dollars
BDCQ.SF8BB1CA,2020.09,270.048,Dollars
BDCQ.SF8BB1CA,2020.12,349.429,Dollars
BDCQ.SF8BB1CA,2021.03,346.026,Dollars
BDCQ.SF8BB1CA,2021.06,317.955,Dollars
BDCQ.SF8BBCA,2016.06,346.53,Dollars
BDCQ.SF8BBCA,2016.09,309.56,Dollars
BDCQ.SF8BBCA,2016.12,351.109,Dollars
BDCQ.SF8BBCA,2017.03,262.908,Dollars
BDCQ.SF8BBCA,2017.06,309.451,Dollars
BDCQ.SF8BBCA,2017.09,227.217,Dollars
BDCQ.SF8BBCA,2017.12,488.176,Dollars
BDCQ.SF8BBCA,2018.03,354.777,Dollars
BDCQ.SF8BBCA,2018.06,286.813,Dollars
BDCQ.SF8BBCA,2018.09,468.247,Dollars
BDCQ.SF8BBCA,2018.12,348.544,Dollars
BDCQ.SF8BBCA,2019.03,327.809,Dollars
